path,extension,token_hits,candidate_names_sample,sample_contexts
root/tune/asd/deer.xml,.xml,cut=1; train=1; vehicle=4; veh=5; camera=3,MinMountedConstraintLen; VehicleData; aniVehicleData; VehicleAnimRate,"ue=""1.000000""/> <DoFFalloffFar value=""1.000000""/> <DoFDistanceCutoff value=""100.000000""/> <DoFMinNearDistance value=""3.000000""/> <PerfectAccuracyPhase value=""0.7000 | 500000""/> <MinConstarintLen value=""1.000000""/> <MinMountedConstraintLen value=""4.500000""/> <GroundAttackDist2 value=""6.000000""/> <LaunchVelocity value=""20.000000""/> | <MountVelLookAheadSec value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value= | c value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value=""0.150000""/> </Dat | RideData""> <Data> <MountRange value=""5.000000""/> <MountFromVehRange value=""2.000000""/> <MountFromHorseRange value=""1.700000""/> <MountZOffset value=""0.000000""/> | 000000""/> <MaxTurnBlendRate value=""5.000000""/> <PlayerOrientToCameraTimer value=""0.500000""/> <FootstepDustFXDistance value=""25.000000""/> <SprintStaminaThreshold val | <FindMeleeTargetDistanceWeight value=""0.200000""/> <FindMeleeTargetCameraAngleWeight value=""0.400000""/> <FindMeleeTargetActorAngleWeight value=""0.300000""/> <FindMeleeTar"
root/tune/asd/pinhead.xml,.xml,cut=1; train=1; vehicle=4; veh=5; camera=3,MinMountedConstraintLen; VehicleData; aniVehicleData; VehicleAnimRate,"ue=""1.000000""/> <DoFFalloffFar value=""0.825000""/> <DoFDistanceCutoff value=""100.000000""/> <DoFMinNearDistance value=""75.000000""/> <PerfectAccuracyPhase value=""0.700 | 500000""/> <MinConstarintLen value=""1.500000""/> <MinMountedConstraintLen value=""4.500000""/> <GroundAttackDist2 value=""6.000000""/> <LaunchVelocity value=""20.000000""/> | <MountVelLookAheadSec value=""0.250000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value= | c value=""0.250000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value=""0.150000""/> </Dat | RideData""> <Data> <MountRange value=""1.000000""/> <MountFromVehRange value=""2.000000""/> <MountFromHorseRange value=""1.700000""/> <MountZOffset value=""-0.500000""/> | 000000""/> <MaxTurnBlendRate value=""5.000000""/> <PlayerOrientToCameraTimer value=""0.500000""/> <FootstepDustFXDistance value=""10.000000""/> <SprintStaminaThreshold val | <FindMeleeTargetDistanceWeight value=""0.200000""/> <FindMeleeTargetCameraAngleWeight value=""0.400000""/> <FindMeleeTargetActorAngleWeight value=""0.300000""/> <FindMeleeTar"
root/tune/asd/midget.xml,.xml,cut=1; train=1; vehicle=4; veh=5; camera=3,MinMountedConstraintLen; VehicleData; aniVehicleData; VehicleAnimRate,"ue=""1.000000""/> <DoFFalloffFar value=""0.825000""/> <DoFDistanceCutoff value=""100.000000""/> <DoFMinNearDistance value=""75.000000""/> <PerfectAccuracyPhase value=""0.700 | 500000""/> <MinConstarintLen value=""1.500000""/> <MinMountedConstraintLen value=""4.500000""/> <GroundAttackDist2 value=""6.000000""/> <LaunchVelocity value=""20.000000""/> | <MountVelLookAheadSec value=""0.250000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value= | c value=""0.250000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value=""0.150000""/> </Dat | RideData""> <Data> <MountRange value=""1.000000""/> <MountFromVehRange value=""2.000000""/> <MountFromHorseRange value=""1.700000""/> <MountZOffset value=""-0.500000""/> | 000000""/> <MaxTurnBlendRate value=""5.000000""/> <PlayerOrientToCameraTimer value=""0.500000""/> <FootstepDustFXDistance value=""10.000000""/> <SprintStaminaThreshold val | <FindMeleeTargetDistanceWeight value=""0.200000""/> <FindMeleeTargetCameraAngleWeight value=""0.400000""/> <FindMeleeTargetActorAngleWeight value=""0.300000""/> <FindMeleeTar"
root/tune/asd/cow.xml,.xml,cut=1; train=1; vehicle=4; veh=5; camera=3,MinMountedConstraintLen; VehicleData; aniVehicleData; VehicleAnimRate,"ue=""1.000000""/> <DoFFalloffFar value=""1.000000""/> <DoFDistanceCutoff value=""100.000000""/> <DoFMinNearDistance value=""3.000000""/> <PerfectAccuracyPhase value=""0.7000 | 500000""/> <MinConstarintLen value=""1.000000""/> <MinMountedConstraintLen value=""4.500000""/> <GroundAttackDist2 value=""6.000000""/> <LaunchVelocity value=""20.000000""/> | <MountVelLookAheadSec value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value= | c value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value=""0.150000""/> </Dat | RideData""> <Data> <MountRange value=""5.000000""/> <MountFromVehRange value=""2.000000""/> <MountFromHorseRange value=""1.700000""/> <MountZOffset value=""0.000000""/> | 000000""/> <MaxTurnBlendRate value=""5.000000""/> <PlayerOrientToCameraTimer value=""0.500000""/> <FootstepDustFXDistance value=""25.000000""/> <SprintStaminaThreshold val | <FindMeleeTargetDistanceWeight value=""0.200000""/> <FindMeleeTargetCameraAngleWeight value=""0.400000""/> <FindMeleeTargetActorAngleWeight value=""0.300000""/> <FindMeleeTar"
root/tune/asd/whore.xml,.xml,cut=1; vehicle=4; veh=5; camera=3,VehicleData; aniVehicleData; VehicleAnimRate,"ue=""1.000000""/> <DoFFalloffFar value=""1.000000""/> <DoFDistanceCutoff value=""100.000000""/> <DoFMinNearDistance value=""3.000000""/> <PerfectAccuracyPhase value=""0.7000 | <MountVelLookAheadSec value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value= | c value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value=""0.150000""/> </Dat | RideData""> <Data> <MountRange value=""1.000000""/> <MountFromVehRange value=""2.000000""/> <MountFromHorseRange value=""1.700000""/> <MountZOffset value=""0.000000""/> | 000000""/> <MaxTurnBlendRate value=""5.000000""/> <PlayerOrientToCameraTimer value=""0.500000""/> <FootstepDustFXDistance value=""25.000000""/> <SprintStaminaThreshold val | <FindMeleeTargetDistanceWeight value=""0.200000""/> <FindMeleeTargetCameraAngleWeight value=""0.400000""/> <FindMeleeTargetActorAngleWeight value=""0.300000""/> <FindMeleeTar"
root/tune/asd/goat.xml,.xml,cut=1; train=1; vehicle=4; veh=5; camera=3,MinMountedConstraintLen; VehicleData; aniVehicleData; VehicleAnimRate,"ue=""1.000000""/> <DoFFalloffFar value=""1.000000""/> <DoFDistanceCutoff value=""100.000000""/> <DoFMinNearDistance value=""3.000000""/> <PerfectAccuracyPhase value=""0.7000 | 500000""/> <MinConstarintLen value=""1.000000""/> <MinMountedConstraintLen value=""4.500000""/> <GroundAttackDist2 value=""6.000000""/> <LaunchVelocity value=""20.000000""/> | <MountVelLookAheadSec value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value= | c value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value=""0.150000""/> </Dat | RideData""> <Data> <MountRange value=""5.000000""/> <MountFromVehRange value=""2.000000""/> <MountFromHorseRange value=""1.700000""/> <MountZOffset value=""0.000000""/> | 000000""/> <MaxTurnBlendRate value=""5.000000""/> <PlayerOrientToCameraTimer value=""0.500000""/> <FootstepDustFXDistance value=""25.000000""/> <SprintStaminaThreshold val | <FindMeleeTargetDistanceWeight value=""0.200000""/> <FindMeleeTargetCameraAngleWeight value=""0.400000""/> <FindMeleeTargetActorAngleWeight value=""0.300000""/> <FindMeleeTar"
root/tune/asd/mule.xml,.xml,cut=1; train=1; vehicle=4; veh=5; camera=3,MinMountedConstraintLen; VehicleData; aniVehicleData; VehicleAnimRate,"ue=""1.000000""/> <DoFFalloffFar value=""1.000000""/> <DoFDistanceCutoff value=""100.000000""/> <DoFMinNearDistance value=""3.000000""/> <PerfectAccuracyPhase value=""0.7000 | 500000""/> <MinConstarintLen value=""1.000000""/> <MinMountedConstraintLen value=""4.500000""/> <GroundAttackDist2 value=""6.000000""/> <LaunchVelocity value=""20.000000""/> | <MountVelLookAheadSec value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value= | c value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value=""0.150000""/> </Dat | RideData""> <Data> <MountRange value=""5.000000""/> <MountFromVehRange value=""2.000000""/> <MountFromHorseRange value=""1.700000""/> <MountZOffset value=""0.000000""/> | 000000""/> <MaxTurnBlendRate value=""5.000000""/> <PlayerOrientToCameraTimer value=""0.500000""/> <FootstepDustFXDistance value=""25.000000""/> <SprintStaminaThreshold val | <FindMeleeTargetDistanceWeight value=""0.200000""/> <FindMeleeTargetCameraAngleWeight value=""0.400000""/> <FindMeleeTargetActorAngleWeight value=""0.300000""/> <FindMeleeTar"
root/tune/asd/npc.xml,.xml,cut=1; train=1; vehicle=4; veh=5; camera=3,MinMountedConstraintLen; VehicleData; aniVehicleData; VehicleAnimRate,"ue=""1.000000""/> <DoFFalloffFar value=""1.000000""/> <DoFDistanceCutoff value=""100.000000""/> <DoFMinNearDistance value=""3.000000""/> <PerfectAccuracyPhase value=""0.7000 | 500000""/> <MinConstarintLen value=""1.000000""/> <MinMountedConstraintLen value=""4.500000""/> <GroundAttackDist2 value=""6.000000""/> <LaunchVelocity value=""20.000000""/> | <MountVelLookAheadSec value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value= | c value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value=""0.150000""/> </Dat | RideData""> <Data> <MountRange value=""1.000000""/> <MountFromVehRange value=""3.000000""/> <MountFromHorseRange value=""1.700000""/> <MountZOffset value=""0.000000""/> | 000000""/> <MaxTurnBlendRate value=""5.000000""/> <PlayerOrientToCameraTimer value=""0.500000""/> <FootstepDustFXDistance value=""25.000000""/> <SprintStaminaThreshold val | <FindMeleeTargetDistanceWeight value=""0.200000""/> <FindMeleeTargetCameraAngleWeight value=""0.400000""/> <FindMeleeTargetActorAngleWeight value=""0.300000""/> <FindMeleeTar"
root/tune/asd/mexs.xml,.xml,cut=1; train=1; vehicle=4; veh=5; camera=3,MinMountedConstraintLen; VehicleData; aniVehicleData; VehicleAnimRate,"ue=""1.000000""/> <DoFFalloffFar value=""1.000000""/> <DoFDistanceCutoff value=""100.000000""/> <DoFMinNearDistance value=""3.000000""/> <PerfectAccuracyPhase value=""0.7000 | 500000""/> <MinConstarintLen value=""1.000000""/> <MinMountedConstraintLen value=""4.500000""/> <GroundAttackDist2 value=""6.000000""/> <LaunchVelocity value=""20.000000""/> | <MountVelLookAheadSec value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value= | c value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value=""0.150000""/> </Dat | RideData""> <Data> <MountRange value=""1.000000""/> <MountFromVehRange value=""3.000000""/> <MountFromHorseRange value=""1.700000""/> <MountZOffset value=""0.000000""/> | 000000""/> <MaxTurnBlendRate value=""5.000000""/> <PlayerOrientToCameraTimer value=""0.500000""/> <FootstepDustFXDistance value=""25.000000""/> <SprintStaminaThreshold val | <FindMeleeTargetDistanceWeight value=""0.200000""/> <FindMeleeTargetCameraAngleWeight value=""0.400000""/> <FindMeleeTargetActorAngleWeight value=""0.300000""/> <FindMeleeTar"
root/tune/asd/mxsm.xml,.xml,cut=1; train=1; vehicle=4; veh=5; camera=3,MinMountedConstraintLen; VehicleData; aniVehicleData; VehicleAnimRate,"ue=""1.000000""/> <DoFFalloffFar value=""1.000000""/> <DoFDistanceCutoff value=""100.000000""/> <DoFMinNearDistance value=""3.000000""/> <PerfectAccuracyPhase value=""0.7000 | 500000""/> <MinConstarintLen value=""1.000000""/> <MinMountedConstraintLen value=""4.500000""/> <GroundAttackDist2 value=""6.000000""/> <LaunchVelocity value=""20.000000""/> | <MountVelLookAheadSec value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value= | c value=""0.000000""/> </Data> </RideData> <VehicleData type=""aniVehicleData""> <Data> <VehicleAnimRate value=""1.400000""/> <SteerModifier value=""0.150000""/> </Dat | RideData""> <Data> <MountRange value=""1.000000""/> <MountFromVehRange value=""2.000000""/> <MountFromHorseRange value=""1.700000""/> <MountZOffset value=""0.000000""/> | 000000""/> <MaxTurnBlendRate value=""5.000000""/> <PlayerOrientToCameraTimer value=""0.500000""/> <FootstepDustFXDistance value=""25.000000""/> <SprintStaminaThreshold val | <FindMeleeTargetDistanceWeight value=""0.200000""/> <FindMeleeTargetCameraAngleWeight value=""0.400000""/> <FindMeleeTargetActorAngleWeight value=""0.300000""/> <FindMeleeTar"
