# Code RED source/decompiled export
# Source: research/blackwater_wsi_gringo_correlation_outputs/wsi_sector_context.csv
# SHA1: d536277a3fb1e1d696e18a8821bc58a734a9218f

sector_offset,sector_offset_hex,sector_name,sector_scope,scoped_name_hash,scoped_name_resolved,sector_name_hash,sector_name_resolved,bound_min,bound_max,flags,disabled_flag_guess,resident_status,district,ref_count,props_offset,props_count,doors_attributes_offset,doors_attributes_count,children_offset,children_count,child_ptrs_offset,child_ptrs_count,drawable_instances_offset,drawable_instances_count,drawable_instances2_offset,drawable_instances2_count,occluders_offset,occluders_count,locators_offset,locators_count,wsi_source,decoded_sha1
1510400,0x00170C00,blk_sidewalk07Props01x,blackwater,0x3EC4B1F5,,0x76504D74,,"[658.74823, 77.77784, 1277.035278, 60.178074]","[690.978699, 87.305824, 1392.603516, 4.763992]",0x00000005,False,85,0,205,991088,3,2462396,0,,0,,0,1175552,10,1122304,17,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1510880,0x00170DE0,blk_swTheater_west01x,blackwater,0x3EC4B1F5,,0x2D174DE8,,"[690.685181, 77.999565, 1322.363037, 20.556759]","[730.490234, 78.494865, 1332.640869, 0.24765]",0x00000005,False,85,0,205,,0,2462076,0,,0,,0,1613568,1,1685472,2,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1511424,0x00171000,blk_doctorsOffice01x,blackwater,0x3EC4B1F5,,0x2226FB76,,"[717.034424, 78.172905, 1360.419189, 7.682397]","[728.063477, 85.478989, 1368.233154, 3.653042]",0x00000007,False,85,0,205,,0,2462072,0,,0,,0,1580800,1,1386176,6,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1511904,0x001711E0,blk_cemetary01x,blackwater,0x3EC4B1F5,,0xBED693B4,,"[462.340149, 88.913872, 1177.345703, 66.796242]","[585.062866, 101.108315, 1228.701172, 6.097221]",0x00000007,False,85,0,205,1718576,3,1850748,15,,0,,0,1690016,1,1489200,4,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1512384,0x001713C0,blk_cityHall01Props01x,blackwater,0x3EC4B1F5,,0x8CD3BFC1,,"[715.291992, 79.525322, 1178.548706, 26.101572]","[758.549194, 87.275139, 1206.725342, 3.874908]",0x00000005,False,85,0,205,833440,44,1852232,15,,0,,0,1625856,1,1677568,2,,0,,42880,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1513344,0x00171780,blk_generalBuilding16x,blackwater,0x3EC4B1F5,,0x4B2B8497,,"[710.092407, 78.187576, 1261.1427, 11.158936]","[728.366333, 86.81279, 1270.616699, 4.312607]",0x00000007,False,85,0,205,,0,2462512,0,,0,,0,1690912,1,1421312,5,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1513824,0x00171960,blk_swCityHall_west01x,blackwater,0x3EC4B1F5,,0x66328D8A,,"[761.828857, 78.223953, 1178.48999, 34.418121]","[783.38623, 78.547562, 1243.862793, 0.161804]",0x00000007,False,85,0,205,,0,2462196,0,,0,,0,1699840,1,1676416,2,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1514304,0x00171B40,blk_residence10Props01x,blackwater,0x3EC4B1F5,,0xE3CD46CF,,"[687.895935, 93.796669, 1479.585327, 38.956295]","[748.787598, 108.282944, 1525.982788, 7.243137]",0x00000007,False,85,0,205,1128800,35,2462268,0,,0,,0,360448,76,196608,153,,0,,35072,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1514784,0x00171D20,blk_barberShop01x,blackwater,0x3EC4B1F5,,0x97D0EE0D,,"[710.232056, 78.278839, 1352.401733, 11.228408]","[728.720337, 87.510468, 1361.192017, 4.395142]",0x00000007,False,85,0,205,,0,2462056,0,,0,,0,1689120,1,1236416,4,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1515520,0x00172000,blk_barberShop01Props01x,blackwater,0x3EC4B1F5,,0xD144B772,,"[710.53894, 78.278877, 1352.778687, 10.284395]","[728.201965, 84.974609, 1360.918701, 3.347866]",0x00000007,False,85,0,205,1393456,17,2462576,0,,0,,0,1641984,2,1651120,3,,0,,44800,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1516480,0x001723C0,blk_swBlacksmith_east01x,blackwater,0x3EC4B1F5,,0x4E70B884,,"[658.160034, 78.13929, 1355.692627, 12.536328]","[682.803345, 78.604073, 1360.289307, 0.232391]",0x00000007,False,85,0,205,,0,2462704,0,,0,,0,1689568,1,1681376,2,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1516960,0x001725A0,blk_bank_int_shade_01x,blackwater,0x3EC4B1F5,,0x46B967CF,,"[676.478149, 79.714661, 1226.26123, 12.375476]","[693.113281, 86.263245, 1243.378418, 3.274292]",0x00000001,False,85,0,205,,0,2462632,0,,0,,0,1670912,1,,0,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1517440,0x00172780,blk_tailor_int_01x,blackwater,0x3EC4B1F5,,0x554C86AD,,"[765.8302, 78.615211, 1289.899048, 7.692012]","[778.779907, 83.51841, 1296.602173, 2.451599]",0x00000007,False,2147483733,0,205,,0,2462048,0,,0,,0,1638848,2,1487472,4,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1517920,0x00172960,blk_cityHall01x,blackwater,0x3EC4B1F5,,0x0BDB5472,,"[714.524292, 78.39814, 1178.14209, 30.00445]","[759.364929, 100.919472, 1211.053711, 11.260666]",0x00000007,False,85,0,205,1875232,1,2462204,0,,0,,0,1707072,1,1382080,6,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1518400,0x00172B40,blk_gunshop01x,blackwater,0x3EC4B1F5,,0xEE505D66,,"[768.785156, 78.245781, 1314.379395, 7.539824]","[780.609619, 84.311943, 1321.505371, 3.033081]",0x00000007,False,85,0,205,,0,2462148,0,,0,,0,1692544,1,1373888,6,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1518880,0x00172D20,blk_docks01x,blackwater,0x3EC4B1F5,,0xE319351C,,"[792.936523, 71.107872, 1223.7052, 42.196007]","[860.775757, 85.029564, 1271.934204, 6.960846]",0x00000007,False,85,0,205,,0,2462044,0,,0,,0,1694784,1,1440576,5,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1520096,0x001731E0,blk_generalBuilding19Props01x,blackwater,0x3EC4B1F5,,0xA4325644,,"[693.859436, 71.750381, 1303.422241, 9.259556]","[704.613464, 84.993935, 1310.627563, 3.602661]",0x0000000D,False,85,0,205,1465632,14,2462368,0,,0,,0,1636160,2,1359296,4,,0,,56992,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1520576,0x001733C0,blk_swCityHall_east01x,blackwater,0x3EC4B1F5,,0x38272B2C,,"[695.632935, 78.220062, 1174.356201, 35.184238]","[765.877075, 78.54184, 1178.525146, 0.160889]",0x00000005,False,85,0,205,,0,2462660,0,,0,,0,1685984,1,1681088,2,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1521056,0x001735A0,blk_feedStore01x,blackwater,0x3EC4B1F5,,0x64554088,,"[765.26123, 78.231216, 1321.376953, 9.571877]","[779.514038, 85.366806, 1331.97998, 3.567795]",0x00000007,False,85,0,205,,0,2462004,0,,0,,0,1634048,1,1305888,5,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1522496,0x00173B40,blk_swCityHall_south01x,blackwater,0x3EC4B1F5,,0x0C201078,,"[699.37207, 78.229263, 1178.230957, 54.60931]","[783.372925, 78.687759, 1248.033203, 0.229248]",0x00000007,False,85,0,205,,0,2462080,0,,0,,0,1686656,1,1682816,2,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1522976,0x00173D20,blk_swCafe_east01x,blackwater,0x3EC4B1F5,,0xFDABC34D,,"[740.938477, 78.152588, 1340.582275, 21.476728]","[782.581909, 78.530945, 1351.102783, 0.189178]",0x00000007,False,85,0,205,,0,2462644,0,,0,,0,1700960,1,1680224,2,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1523712,0x00174000,blk_tailor01x,blackwater,0x3EC4B1F5,,0xDBA948CC,,"[764.875916, 78.305847, 1289.256836, 10.262885]","[782.309814, 85.845673, 1297.036133, 3.769913]",0x00000007,False,85,0,205,,0,2462652,0,,0,,0,1687104,1,1362512,6,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1524192,0x001741E0,blk_swCafe_south01x,blackwater,0x3EC4B1F5,,0x56087D3E,,"[765.085022, 78.225266, 1351.097168, 15.420196]","[782.628723, 80.834579, 1376.326904, 1.304657]",0x00000007,False,85,0,205,,0,2461996,0,,0,,0,1686208,1,1681952,2,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1524672,0x001743C0,blk_gazebo01x,blackwater,0x3EC4B1F5,,0xF7C53DB8,,"[730.476501, 78.328674, 1216.720825, 9.621323]","[743.367126, 84.48999, 1229.610718, 3.080658]",0x00000007,False,85,0,205,,0,2462220,0,,0,,0,1702304,1,1370656,6,,0,,40672,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1525152,0x001745A0,blk_theatre01Props01x,blackwater,0x3EC4B1F5,,0x0EAD1D37,,"[692.337646, 78.231506, 1279.342407, 21.187424]","[727.389832, 87.513031, 1301.270142, 4.640762]",0x00000007,False,85,0,205,1096096,34,1851228,15,,0,,0,1149184,8,1150976,16,,0,,13872,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1526592,0x00174B40,blackwater07,blackwater,0x3EC4B1F5,,0xDA09378E,,"[654.939514, 67.192169, 1392.49292, 111.461586]","[827.678223, 112.320183, 1525.982788, 22.564007]",0x00000008,False,85,0,205,,0,2462712,0,,0,1788656,18,,0,,0,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1527072,0x00174D20,blk_cityHall_int_shade_01x,blackwater,0x3EC4B1F5,,0x12BE9ED2,,"[715.356323, 80.554031, 1178.630615, 21.921469]","[749.556519, 87.290054, 1205.223389, 3.368011]",0x00000001,False,2147483733,0,205,,0,2462668,0,,0,,0,1686432,1,,0,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1527808,0x00175000,blk_generalBuilding06x,blackwater,0x3EC4B1F5,,0x46D93C64,,"[663.396118, 78.326111, 1359.035889, 11.488818]","[682.630737, 87.056351, 1368.079346, 4.36512]",0x00000007,False,85,0,205,,0,2462672,0,,0,,0,1688896,1,1452864,5,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1528288,0x001751E0,blk_slumHouse01Props01x,blackwater,0x3EC4B1F5,,0x02296FD5,,"[723.817749, 78.446716, 1404.910156, 13.658932]","[744.690979, 82.496964, 1422.061523, 2.025124]",0x00000007,False,85,0,205,1190048,39,2462236,0,,0,,0,1161472,8,1118208,17,,0,,41680,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1528768,0x001753C0,blk_trainstation_int_Props01x,blackwater,0x3EC4B1F5,,0x4578499A,,"[658.017578, 78.747559, 1306.561523, 7.481811]","[667.755615, 83.663933, 1316.804077, 2.458187]",0x00000007,False,85,0,205,1279248,27,1852172,15,,0,,0,1101824,11,1159168,16,,0,,5600,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1529248,0x001755A0,blk_residence10x,blackwater,0x3EC4B1F5,,0xFC8C0A1E,,"[714.476318, 96.692482, 1491.193604, 15.405036]","[735.465088, 112.320183, 1507.457275, 7.81385]",0x00000007,False,85,0,205,,0,2462172,0,,0,,0,1703424,1,1390272,6,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1529728,0x00175780,blk_laundry01Props01x,blackwater,0x3EC4B1F5,,0x9EED9548,,"[769.298523, 78.427132, 1297.089233, 6.32499]","[779.950195, 81.247551, 1303.302856, 1.41021]",0x00000005,False,85,0,205,1495040,12,2462360,0,,0,,0,1691872,1,1679648,2,,0,,24432,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1530208,0x00175960,blk_generalStore_int_shade_01x,blackwater,0x3EC4B1F5,,0x04AAACF3,,"[744.738403, 78.868164, 1321.024902, 8.62448]","[759.373169, 85.143158, 1327.65625, 3.137497]",0x00000001,False,2147483733,0,205,,0,2462124,0,,0,,0,1691648,1,,0,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1531168,0x00175D20,blk_inn01x,blackwater,0x3EC4B1F5,,0x54C314A7,,"[709.062012, 78.296707, 1342.143066, 12.148723]","[728.852539, 87.554764, 1352.772705, 4.629028]",0x00000007,False,85,0,205,,0,2462616,0,,0,,0,1687776,1,1336304,7,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1531904,0x00176000,blk_barn01Props01x,blackwater,0x3EC4B1F5,,0x0B62B35A,,"[549.269958, 84.265991, 1306.835449, 30.996658]","[597.926147, 91.418793, 1344.579102, 3.576401]",0x00000007,False,85,0,205,472640,52,2462152,0,,0,,0,1052672,12,1220608,14,,0,,6208,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1532384,0x001761E0,blk_residence01Props01x,blackwater,0x3EC4B1F5,,0x42045582,,"[587.961426, 81.734726, 1360.669312, 19.825434]","[611.10791, 88.78479, 1392.081543, 3.525032]",0x00000007,False,85,0,205,1089536,53,1851692,15,,0,,0,1273856,6,1214480,14,,0,,32768,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1532864,0x001763C0,blk_generalBuilding01x,blackwater,0x3EC4B1F5,,0xA324FF16,,"[742.124634, 78.242142, 1282.575928, 13.572463]","[765.577271, 88.674667, 1291.406738, 4.415405]",0x00000007,False,85,0,205,,0,2462600,0,,0,,0,1701184,1,1372160,6,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1533344,0x001765A0,blk_generalBuilding16Props01x,blackwater,0x3EC4B1F5,,0x3CB339A3,,"[711.367676, 70.388245, 1255.436646, 16.606632]","[731.431519, 85.198425, 1277.373413, 7.40509]",0x00000007,False,85,0,205,1292544,24,2462008,0,,0,,0,1028096,17,909312,35,,0,,20224,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1533824,0x00176780,blk_waterTower01x,blackwater,0x3EC4B1F5,,0xEB2C75AC,,"[653.010376, 77.82737, 1275.9552, 6.107471]","[659.448608, 86.433815, 1281.758911, 2.901855]",0x00000007,False,85,0,205,,0,2462624,0,,0,,0,1688448,1,1650048,3,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1534304,0x00176960,blk_sidewalk02Props01x,blackwater,0x3EC4B1F5,,0xA6E583B3,,"[689.448364, 77.884743, 1340.074585, 33.247406]","[740.586365, 87.448822, 1381.487061, 4.78204]",0x00000005,False,85,0,205,1679360,6,2462440,0,,0,,0,1056768,12,1024000,28,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1534784,0x00176B40,blk_residence06Props01x,blackwater,0x3EC4B1F5,,0xE696ED1D,,"[765.233826, 67.192169, 1436.862671, 31.587349]","[804.63446, 100.779228, 1473.064087, 16.79353]",0x00000007,False,85,0,205,1345360,19,2462224,0,,0,,0,250832,50,425984,100,,0,,33536,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1535264,0x00176D20,blk_swBlacksmith_south01x,blackwater,0x3EC4B1F5,,0x9B2ED98B,,"[678.80957, 78.079575, 1359.891113, 20.277643]","[683.003662, 78.518112, 1400.226562, 0.219269]",0x00000007,False,85,0,205,,0,2462692,0,,0,,0,1617664,1,1674368,2,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1536000,0x00177000,blk_generalStore_int_Props01x,blackwater,0x3EC4B1F5,,0x039207EF,,"[744.760681, 78.644058, 1320.784668, 8.349561]","[758.363831, 87.406609, 1324.911743, 2.063538]",0x00000007,False,85,0,205,584384,113,2461988,0,,0,,0,665008,30,770048,58,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1536480,0x001771E0,blk_cafe01x,blackwater,0x3EC4B1F5,,0x2D214FD0,,"[763.999023, 78.221298, 1344.4021, 10.361636]","[778.859802, 86.803055, 1356.019531, 4.290878]",0x00000007,False,85,0,205,,0,2462528,0,,0,,0,1621760,1,1332208,7,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1536960,0x001773C0,blk_residence08x,blackwater,0x3EC4B1F5,,0x43067D39,,"[555.042542, 86.871628, 1244.993652, 15.024369]","[573.759705, 99.994553, 1264.49707, 6.561462]",0x00000007,False,85,0,205,,0,2462108,0,,0,,0,1700512,1,1365696,6,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1537440,0x001775A0,blk_slumHouse01x,blackwater,0x3EC4B1F5,,0xD0464C93,,"[728.235535, 78.205429, 1406.188599, 10.124011]","[741.546753, 84.865402, 1419.915894, 3.329987]",0x00000007,False,85,0,205,,0,2462100,0,,0,,0,1689344,1,1441792,5,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1537920,0x00177780,blk_generalBuilding14Props01x,blackwater,0x3EC4B1F5,,0x7F5793A3,,"[710.341736, 70.796608, 1302.303467, 11.605325]","[726.648254, 85.544144, 1309.742676, 3.719604]",0x0000000F,False,85,0,205,1484016,13,2462412,0,,0,,0,1391952,3,1378848,6,,0,,6272,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1538400,0x00177960,blk_residence09Props01x,blackwater,0x3EC4B1F5,,0xA3EB8148,,"[553.042664, 78.108856, 1261.167603, 49.325642]","[642.005005, 97.813622, 1298.976318, 9.852383]",0x00000005,False,85,0,205,1330160,21,1851812,15,,0,,0,507904,57,393216,114,,0,,48768,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1538880,0x00177B40,blk_residence03x,blackwater,0x3EC4B1F5,,0xE157C445,,"[618.364868, 78.431717, 1364.307251, 12.769177]","[635.020386, 85.853348, 1382.187988, 3.710815]",0x00000007,False,85,0,205,,0,2462344,0,,0,,0,1685760,1,1309984,5,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
1540096,0x00178000,blk_swInn_south01x,blackwater,0x3EC4B1F5,,0x3A8B5C63,,"[694.746826, 78.111206, 1344.609863, 29.793772]","[730.903564, 81.391022, 1391.860352, 1.639908]",0x00000007,False,85,0,205,,0,2462068,0,,0,,0,1703200,1,1684608,2,,0,,0,/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,b573a802ce71fba9facdb3cf7a9639e99e276754
