# Code RED source/decompiled export
# Source: research/dualgun_left_hand_bypass/smic_gunbelt_rows.csv
# SHA1: d770d996f5f346a388cc9a23076f73a083e02f9a

archive,source_path,line,model,declared_count,smic_count,smics,has_player_hand,has_gunbelt,has_holster,has_left_or_right
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,23,amb_mb_blacksmith03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,24,amb_mb_factoryWorker01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,25,amb_mb_factoryWorker02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,26,amb_mb_factoryWorker03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,27,amb_mb_laborer05,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,28,amb_mb_laborer06,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,29,amb_mb_laborer07,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,30,amb_mb_laborer08,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,31,amb_mb_laborer09,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,32,amb_mb_laborer12,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,33,amb_mb_laborer19,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,34,amb_mb_laborer20,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,35,amb_mb_laborer21,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,36,amb_mb_laborer22,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,37,amb_mb_laborer23,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,38,amb_mb_laborer24,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,39,amb_mb_laborer25,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,40,amb_mb_musician01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,41,amb_mb_musician02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,42,amb_mb_oldTownfolk01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,43,amb_mb_townfolk01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,44,amb_mb_townfolk02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,45,amb_mb_traveler01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,46,amb_mc_DLCtest01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,47,amb_mc_bankTeller01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,48,amb_mc_bartender01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,49,amb_mc_bartender02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,50,amb_mc_bartender03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,51,amb_mc_blacksmith01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,52,amb_mc_blacksmith02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,53,amb_mc_blacksmith03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,54,amb_mc_businessMan03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,55,amb_mc_businessMan04,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,56,amb_mc_businessMan04_cs,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,57,amb_mc_businessMan05,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,58,amb_mc_businessMan06,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,59,amb_mc_businessman01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,60,amb_mc_businessman01_cs,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,61,amb_mc_businessman02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,62,amb_mc_businessman07,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,63,amb_mc_docksWorker01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,64,amb_mc_docksWorker02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,65,amb_mc_docksWorker03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,66,amb_mc_docksWorker06,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,67,amb_mc_docksWorker15,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,68,amb_mc_docksWorker16,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,69,amb_mc_docksWorker17,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,70,amb_mc_doctor01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,71,amb_mc_doctor02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,72,amb_mc_doctor03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,73,amb_mc_doctor04,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,74,amb_mc_doctor05,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,75,amb_mc_factoryWorker01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,76,amb_mc_factoryWorker02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,77,amb_mc_factoryWorker03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,78,amb_mc_farmer01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,79,amb_mc_farmer02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,80,amb_mc_farmer04,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,81,amb_mc_genericClerk01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,82,amb_mc_genericClerk02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,83,amb_mc_genericClerk03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,84,amb_mc_genericClerk04,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,85,amb_mc_gunslinger04,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,86,amb_mc_gunslinger05,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,87,amb_mc_gunslinger06,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,88,amb_mc_gunslinger07,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,89,amb_mc_gunslinger08,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,90,amb_mc_gunslinger09,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,91,amb_mc_gunslinger10,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,92,amb_mc_gunslinger24,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,93,amb_mc_gunslinger30,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,94,amb_mc_gunslinger31,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,95,amb_mc_gunslinger32,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,96,amb_mc_gunsmith01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,97,amb_mc_gunsmith02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,98,amb_mc_gunsmith03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,99,amb_mc_hunter01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,100,amb_mc_hunter02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,101,amb_mc_laborer01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,102,amb_mc_laborer02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,103,amb_mc_laborer10,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,104,amb_mc_laborer11,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,105,amb_mc_laborer12,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,106,amb_mc_laborer13,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,107,amb_mc_laborer14,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,108,amb_mc_laborer15,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,109,amb_mc_laborer16,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,110,amb_mc_laborer17,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,111,amb_mc_laborer18,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,112,amb_mc_laborer19,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,113,amb_mc_laborer19_cs,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,114,amb_mc_laborer20,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,115,amb_mc_laborer21,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,116,amb_mc_laborer22,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,117,amb_mc_laborer23,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,118,amb_mc_laborer24,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,119,amb_mc_laborer25,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,120,amb_mc_laborer26,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,121,amb_mc_laborer27,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,122,amb_mc_laborer38,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,123,amb_mc_laborer39,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,124,amb_mc_laborer40,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,125,amb_mc_laborer41,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,126,amb_mc_laborer42,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,127,amb_mc_laborer43,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,128,amb_mc_laborer44,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,129,amb_mc_laborer45,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,130,amb_mc_laborer52,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,131,amb_mc_laborer53,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,132,amb_mc_musician01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,133,amb_mc_musician02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,134,amb_mc_musician03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,135,amb_mc_musician04,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,136,amb_mc_oldBeggar01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,137,amb_mc_oldBeggar02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,138,amb_mc_oldBusinessman01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,139,amb_mc_oldBusinessman02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,140,amb_mc_oldBusinessman03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,141,amb_mc_oldBusinessman04,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,142,amb_mc_oldBusinessman05,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,143,amb_mc_oldBusinessman06,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,144,amb_mc_oldBusinessman07,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,145,amb_mc_oldBusinessman08,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,146,amb_mc_oldBusinessman09,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,147,amb_mc_oldBusinessman12,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,148,amb_mc_oldBusinessman13,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,149,amb_mc_oldFarmer01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,150,amb_mc_oldFarmer03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,151,amb_mc_oldRancher01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,152,amb_mc_oldRancher02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,153,amb_mc_oldTownfolk01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,154,amb_mc_oldTownfolk02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,155,amb_mc_preacher01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,156,amb_mc_preacher02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,157,amb_mc_railroadStaff01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,158,amb_mc_railroadStaff02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,159,amb_mc_railroadStaff03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,160,amb_mc_railroadStaff04,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,161,amb_mc_railroadStaff05,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,162,amb_mc_railroadStaff06,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,163,amb_mc_railroadStaff07,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,164,amb_mc_railroadStaff08,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,165,amb_mc_rancher01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,166,amb_mc_riverboatStaff04,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,167,amb_mc_shopKeeper01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,168,amb_mc_shopKeeper02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,169,amb_mc_shopKeeper03,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,170,amb_mc_shopKeeper04,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,171,amb_mc_shopKeeper05,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,172,amb_mc_shopKeeper06,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,173,amb_mc_shopKeeper07,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,174,amb_mc_shopKeeper08,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,175,amb_mc_shopKeeper10,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,176,amb_mc_shopKeeper11,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,177,amb_mc_shopkeeper09,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,178,amb_mc_shopkeeper12,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,179,amb_mc_shopkeeper13,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,180,amb_mc_shopkeeper14,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,181,amb_mc_steamEngineDriver01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,182,amb_mc_townfolk02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,183,amb_mc_traveler01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,184,amb_mc_traveler02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,185,amb_mc_traveler05,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,186,amb_mc_traveler06,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,187,amb_mc_traveler11,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,188,amb_mc_traveler13,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,189,amb_mc_undertaker01,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,190,amb_mc_undertaker02,1,1,smic_amb_gunbelt01_01,0,1,0,0
tune_d11generic.rpf,root/tune/settings/smictofragmap_rm.txt,191,amb_mc_waterDriller01,1,1,smic_amb_gunbelt01_01,0,1,0,0
