comp_id,offset_hex,ptr_hex,owner_comp_id,owner_script,owner_gringo,query_name,user_tag,parent_transform_bone,radius,facing,local_x,local_y,local_z,local_w,use_button,use_priority_tweak,SuspendMover,FixUserMover,PlayerUsable,PositionParentActorRelative,ActorBecomesObstacle,IsMeleeAttack,GringoHandlesMovement,IsCombatFriendly,IsJumpGringo,RequiresPhysicsCheck,RequiresGroundCheck,RequiresLOSCheck,RequiresNavProbeCheck,StartUnavailable,BlockInjuryReactions,AllowAiShoot,AutoPlayForPlayer,AlwaysApproach,WaitForStill,SlowDownWhenApproaching,AllowNavigateTo,unknown_7f,vehicleish,parent_chain
87,0x22F80,0x50022F80,86,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,1.784000039100647,0.0,0.45399999618530273,0.0,4,90,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
94,0x36680,0x50036680,93,content\scripting\gringo\CommonScripts\fake_liars_dice,,,@GENERIC.USE,,0.5,-179.67999267578125,0.2809999883174896,0.0,-1.1330000162124634,0.0,4,0,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\fake_liars_dice
98,0x38580,0x50038580,97,content\scripting\gringo\CommonScripts\Player_Herb,,,@GENERIC.USE,,0.5,90.0,0.0,0.0,0.0,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Player_Herb
102,0x38980,0x50038980,97,content\scripting\gringo\CommonScripts\Player_Herb,,,@GENERIC.USE,,0.5,-90.0,-1.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Player_Herb
106,0x39F00,0x50039F00,105,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
110,0x34B00,0x50034B00,109,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.9161984920501709,0.0,-0.4452238082885742,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
115,0x19F00,0x50019F00,114,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
121,0x34100,0x50034100,120,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
123,0x34000,0x50034000,120,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,-90.0,-1.440600037574768,0.0,-0.25,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
130,0x2A700,0x5002A700,129,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
138,0x1EA80,0x5001EA80,137,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
142,0x2B080,0x5002B080,141,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
146,0x38680,0x50038680,145,content\scripting\gringo\CommonScripts\ResetAxis,,,,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\ResetAxis
150,0x2F680,0x5002F680,149,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
154,0x20E00,0x50020E00,153,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,100,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,205,False,content\scripting\gringo\CommonScripts\GenericGringo
157,0x21100,0x50021100,153,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,270.0,-0.6800000071525574,0.0,0.4090000092983246,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
164,0x31300,0x50031300,163,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
169,0x1FA80,0x5001FA80,168,content\scripting\gringo\CommonScripts\OpenGate,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\OpenGate
174,0x24C80,0x50024C80,173,content\scripting\gringo\CommonScripts\TrainFootlocker,,,@GENERIC.USE,,1.0,0.0,0.20000000298023224,0.0,0.5,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,True,content\scripting\gringo\CommonScripts\TrainFootlocker
179,0x1A180,0x5001A180,178,content\scripting\gringo\CommonScripts\horseHitching,,,@GENERIC.USE,,1.5,40.0,0.0,-0.800000011920929,2.049999952316284,0.0,4,0,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,205,False,content\scripting\gringo\CommonScripts\horseHitching
184,0x28A80,0x50028A80,183,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
188,0x1BD00,0x5001BD00,187,content\scripting\gringo\CommonScripts\Chair_weaponkill,,,@GENERIC.USE,,0.5,180.0,0.28299999237060547,0.0,-1.1950000524520874,0.0,4,0,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Chair_weaponkill
191,0x1C480,0x5001C480,187,content\scripting\gringo\CommonScripts\Chair_weaponkill,,,@FOOT.INTERACT,,1.524999976158142,180.0,0.28200000524520874,0.0,-1.4019999504089355,0.0,5,0,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\Chair_weaponkill
196,0x3A280,0x5003A280,195,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
201,0x39000,0x50039000,195,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,270.0,-4.486000061035156,0.0,-10.434000015258789,0.0,4,0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
206,0x38380,0x50038380,195,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,90.0,-0.6169999837875366,0.0,-4.7829999923706055,0.0,4,0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
210,0x37700,0x50037700,195,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,-1.1859999895095825,0.0,-10.996000289916992,0.0,4,0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
214,0x36900,0x50036900,195,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,180.0,-3.38700008392334,0.0,-5.739999771118164,0.0,4,0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
219,0x34880,0x50034880,218,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,10,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
222,0x34D80,0x50034D80,218,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,-135.0,-0.5799999833106995,0.0,-0.7250000238418579,0.0,4,10,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
226,0x1B080,0x5001B080,225,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
230,0x37E80,0x50037E80,229,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
233,0x38180,0x50038180,229,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,-45.0,-1.090000033378601,0.0,-0.42669999599456787,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
238,0x35A00,0x50035A00,237,content\scripting\gringo\CommonScripts\PlayerCar,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,True,content\scripting\gringo\CommonScripts\PlayerCar
242,0x3AE80,0x5003AE80,241,content\scripting\gringo\CommonScripts\GenericGringo,,,,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
248,0x1FC80,0x5001FC80,247,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
252,0x31B00,0x50031B00,251,content\scripting\gringo\CommonScripts\lean_rail,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\lean_rail
258,0x31880,0x50031880,251,content\scripting\gringo\CommonScripts\lean_rail,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\lean_rail
264,0x23D80,0x50023D80,263,content\scripting\gringo\CommonScripts\GringoAttachMover,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GringoAttachMover
268,0x23B00,0x50023B00,263,content\scripting\gringo\CommonScripts\GringoAttachMover,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GringoAttachMover
273,0x33100,0x50033100,272,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
278,0x31980,0x50031980,277,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
280,0x31C00,0x50031C00,277,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,-90.0,-1.0679999589920044,0.0,0.057999998331069946,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
285,0x21B00,0x50021B00,284,content\scripting\gringo\CommonScripts\Chop_Chickens,,,@GENERIC.USE,,0.5,0.0,0.8799999952316284,0.0,0.11699999868869781,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Chop_Chickens
295,0x27E00,0x50027E00,294,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
300,0x1B580,0x5001B580,299,content\scripting\gringo\CommonScripts\GenericGringo,,,,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
304,0x28500,0x50028500,303,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.5,0.0,0.6299999952316284,0.0,4,0,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
309,0x28380,0x50028380,303,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,1.5,0.0,0.6299999952316284,0.0,4,0,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
315,0x23500,0x50023500,314,content\scripting\gringo\CommonScripts\GringoAttachMover,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GringoAttachMover
322,0x1F680,0x5001F680,321,content\scripting\gringo\CommonScripts\Player_Treasure,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\Player_Treasure
329,0x21700,0x50021700,328,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.4758110046386719,0.0,0.42388999462127686,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
334,0x34C00,0x50034C00,333,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
339,0x36300,0x50036300,338,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
341,0x36080,0x50036080,338,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,180.0,0.0,0.0,-1.0,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
354,0x26500,0x50026500,353,content\scripting\gringo\CommonScripts\LocatorAttachEngineer,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\LocatorAttachEngineer
364,0x23B80,0x50023B80,363,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
368,0x2CD80,0x5002CD80,367,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
372,0x36780,0x50036780,371,content\scripting\gringo\CommonScripts\LockpickAmbientFootlocker,,,@GENERIC.USE,,0.800000011920929,0.0,0.0,0.0,0.6800000071525574,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\LockpickAmbientFootlocker
377,0x38700,0x50038700,376,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,-0.10000000149011612,0.0,0.4000000059604645,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
380,0x38000,0x50038000,376,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,180.0,1.1299999952316284,0.0,-3.1431539058685303,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
390,0x22C00,0x50022C00,389,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
395,0x1D300,0x5001D300,394,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
399,0x22200,0x50022200,398,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
403,0x20100,0x50020100,402,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,3.369999885559082,0.13699999451637268,-0.6079999804496765,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
407,0x20400,0x50020400,402,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,105.08000183105469,5.585000038146973,0.0,-0.24199999868869781,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
413,0x3A400,0x5003A400,412,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
418,0x25B00,0x50025B00,417,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,0.0,0.0,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
420,0x25580,0x50025580,417,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.0,180.0,0.0,0.0,-1.4199999570846558,0.0,4,0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,@GENERIC.USE > content\scripting\gringo\CommonScripts\GenericGringo
428,0x1AD00,0x5001AD00,427,content\scripting\gringo\CommonScripts\GenericGringo,,,@GENERIC.USE,,0.5,-90.0,-0.6000000238418579,0.0,0.0,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\GenericGringo
432,0x2FC80,0x5002FC80,431,content\scripting\gringo\CommonScripts\stealth_kill,,,@GENERIC.USE,,0.5,0.0,0.0,0.0,0.414000004529953,0.0,4,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,205,False,content\scripting\gringo\CommonScripts\stealth_kill
