wsi_source,hit_kind,wsi_offset,wsi_offset_hex,wsi_value,wsi_hash_guess,sector_offset_hex,sector_name,sector_scope,sector_name_resolved,scoped_name_resolved,bound_min,bound_max,district,disabled_flag_guess
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1856238,0x001C52EE,blk_trainstation01Props01x_night_light_lamp_oil_016Shape,0x4E4403A4,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1856295,0x001C5327,blk_trainstation01Props01x_night_light_lamp_oil_011Shape,0xB5F3468B,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1856352,0x001C5360,blk_trainstation01Props01x_night_light_lamp_oil_017Shape,0xA35C7407,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1856409,0x001C5399,blk_trainstation01Props01x_night_light_lamp_oil_021Shape,0x52686727,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1856466,0x001C53D2,blk_trainstation01Props01x_night_light_lamp_oil_022Shape,0x0D66BA1B,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1856523,0x001C540B,blk_trainstation01Props01x_night_light_lamp_oil_018Shape,0xA8D7E9AE,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1856580,0x001C5444,blk_trainstation01Props01x_night_light_lamp_oil_014Shape,0x6CF22BF5,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1856694,0x001C54B6,blk_trainstation01Props01x_night_light_lamp_oil_019Shape,0x6B49A6A8,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1856751,0x001C54EF,blk_trainstation01Props01x_night_light_lamp_oil_013Shape,0xFBB48E37,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1857342,0x001C573E,@Agringo_standChopWood01x/has_a_gringo_attribute_assigned,0x85A823D0,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1857400,0x001C5778,gringo_standChopWood01x/has_a_gringo_attribute_assigned,0xD74F0B8B,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1857568,0x001C5820,blk_trainstation01Props01x_night_light_lamp_oil_05Shape,0x6DB7DAAB,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1857624,0x001C5858,blk_trainstation01Props01x_night_light_lamp_oil_07Shape,0x2FF94110,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1857680,0x001C5890,gringo_standChopWood01x/has_a_gringo_attribute_assigned,0xD74F0B8B,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1858296,0x001C5AF8,blk_trainstation01Props01x_night_light_lamp_oil_06Shape,0x2647F8D4,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1858352,0x001C5B30,gringo_standChopWood01x/has_a_gringo_attribute_assigned,0xD74F0B8B,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1858464,0x001C5BA0,blk_trainstation01Props01x_night_light_lamp_oil_04Shape,0x707ADBFE,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1859914,0x001C614A,gringo_whittleWood01x/has_a_gringo_attribute_assigned,0x04DE05DC,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1860130,0x001C6222,gringo_whittleWood01x/has_a_gringo_attribute_assigned,0x04DE05DC,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1860454,0x001C6366,gringo_whittleWood01x/has_a_gringo_attribute_assigned,0x04DE05DC,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1860832,0x001C64E0,gringo_whittleWood01x/has_a_gringo_attribute_assigned,0x04DE05DC,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1861156,0x001C6624,gringo_whittleWood01x/has_a_gringo_attribute_assigned,0x04DE05DC,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1861480,0x001C6768,gringo_whittleWood01x/has_a_gringo_attribute_assigned,0x04DE05DC,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1861642,0x001C680A,gringo_whittleWood01x/has_a_gringo_attribute_assigned,0x04DE05DC,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1861696,0x001C6840,gringo_whittleWood01x/has_a_gringo_attribute_assigned,0x04DE05DC,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1862020,0x001C6984,gringo_whittleWood01x/has_a_gringo_attribute_assigned,0x04DE05DC,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1862396,0x001C6AFC,gringo_blacksmith01x/has_a_gringo_attribute_assigned,0x293734B8,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1865071,0x001C756F,gringo_pitchHay01x/has_a_gringo_attribute_assigned,0xAA567A72,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1865989,0x001C7905,gringo_pitchHay01x/has_a_gringo_attribute_assigned,0xAA567A72,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1866040,0x001C7938,gringo_pitchHay01x/has_a_gringo_attribute_assigned,0xAA567A72,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1866244,0x001C7A04,gringo_pitchHay01x/has_a_gringo_attribute_assigned,0xAA567A72,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1867672,0x001C7F98,gringo_pitchHay01x/has_a_gringo_attribute_assigned,0xAA567A72,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1902030,0x001D05CE, Ai_gen_bench15x/gringo_available__sitbenchchair_,0xB6DCE22E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1902080,0x001D0600,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1902176,0x001D0660,i_gen_bench02x/gringo_available__sitbenchchair_,0x1896032E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1902224,0x001D0690,i_gen_bench02x/gringo_available__sitbenchchair_,0x1896032E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1902272,0x001D06C0,i_gen_couch07x/gringo_available__sitcomfycouch_,0xE86DBC4F,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1902368,0x001D0720,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1902416,0x001D0750,i_gen_couch05x/gringo_available__sitcomfycouch_,0x60AEBC5C,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1902464,0x001D0780,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1902512,0x001D07B0,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1902560,0x001D07E0,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1902608,0x001D0810,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1902656,0x001D0840,i_gen_couch01x/gringo_available__sitcomfycouch_,0x3FDF0861,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1902896,0x001D0930,i_gen_bench09x/gringo_available__sitbenchstool_,0xBB48672B,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1902992,0x001D0990,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1903328,0x001D0AE0,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1903376,0x001D0B10,i_gen_couch05x/gringo_available__sitcomfycouch_,0x60AEBC5C,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1903424,0x001D0B40,i_gen_couch05x/gringo_available__sitcomfycouch_,0x60AEBC5C,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1903472,0x001D0B70,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1903520,0x001D0BA0,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1903712,0x001D0C60,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1903808,0x001D0CC0,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1903856,0x001D0CF0,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1903904,0x001D0D20,i_gen_bench01x/gringo_available__sitbenchchair_,0xA85EC0AC,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1903952,0x001D0D50,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1904096,0x001D0DE0,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1904144,0x001D0E10,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1904336,0x001D0ED0,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1904432,0x001D0F30,i_gen_bench09x/gringo_available__sitbenchstool_,0xBB48672B,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1904640,0x001D1000,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1904736,0x001D1060,i_gen_bench09x/gringo_available__sitbenchstool_,0xBB48672B,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1904832,0x001D10C0,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1904880,0x001D10F0,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1904976,0x001D1150,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1905168,0x001D1210,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1905312,0x001D12A0,i_gen_bench15x/gringo_available__sitbenchchair_,0x18057A8E,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
/mnt/data/codered_run/blackwater_type134/0224_0x19839F99.wsi.decoded,ascii_string_keyword,1905360,0x001D12D0,i_gen_couch02x/gringo_available__sitcomfycouch_,0x44D6AACE,0x0018F000,blk_bank01x,blackwater,,,"[675.444214, 78.305908, 1225.108032, 15.286457]","[695.779602, 90.285095, 1244.54187, 5.989594]",0,False
