internal_path,versions_present,sha1_count,status,version_sha1s,version_sizes,extracted_paths,old_match_statuses,matched_terms
0xA562A52D\0x6F0783F5\input_boat.xml,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:423272f17de87181d8c26da0ce359fd410bc770b|live_tune:12cff2e56926cde9e869ae8b74ddc9d42262b7bc|putback_tune:12cff2e56926cde9e869ae8b74ddc9d42262b7bc,base_old_tune:1509|live_tune:2026|putback_tune:2026,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0x6F0783F5_input_boat.xml|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0x6F0783F5_input_boat.xml|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0x6F0783F5_input_boat.xml,leaf_hash_changed,menu;nav;ui
0xA562A52D\0x6F0783F5\input_car.xml,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:05010460b3c05a3b3fd5f9180beda1ccffce98b1|live_tune:5e8cfab37f220d59c857e20a07194194999f9b6c|putback_tune:5e8cfab37f220d59c857e20a07194194999f9b6c,base_old_tune:2495|live_tune:1869|putback_tune:1869,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0x6F0783F5_input_car.xml|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0x6F0783F5_input_car.xml|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0x6F0783F5_input_car.xml,leaf_hash_changed,camera;menu;ui
0xA562A52D\0x6F0783F5\input_train.xml,base_old_tune|live_tune|putback_tune,3,different_between_versions,base_old_tune:e2ae6f6ccb6a892dfd7dee9883db20c4e37b6426|live_tune:9290f8398dcaf68802fc87d924db8d8f1fc17684|putback_tune:79bbf8343dce9a2652663cae09cf6823b505c19b,base_old_tune:1236|live_tune:1871|putback_tune:2159,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0x6F0783F5_input_train.xml|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0x6F0783F5_input_train.xml|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0x6F0783F5_input_train.xml,leaf_hash_changed,menu;ui
0xA562A52D\0xA4FEB6F7\0x803E392C\base_dualpistol.weap,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:61860c16d4de0275822b06783bde97b7f0af5d42|live_tune:6cc25842ac9ab9738a6344d3f85832c708594334|putback_tune:61860c16d4de0275822b06783bde97b7f0af5d42,base_old_tune:7488|live_tune:10886|putback_tune:7488,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_dualpistol.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_dualpistol.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_dualpistol.weap,leaf_hash_changed,camera;gringo;ui;vehicle
0xA562A52D\0xA4FEB6F7\0x803E392C\base_lasso.weap,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:0eb539a68391dcfa77f243ad4f042232a4e12979|live_tune:0eb539a68391dcfa77f243ad4f042232a4e12979|putback_tune:deabbe7f18ff19a252d2b94026824e0b0696c015,base_old_tune:4004|live_tune:4004|putback_tune:4127,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_lasso.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_lasso.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_lasso.weap,leaf_hash_changed|leaf_hash_same,camera;gringo;ui;vehicle
0xA562A52D\0xA4FEB6F7\0x803E392C\base_maxim.weap,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:42c984bfaa49d0c06ea555b9bb965f93f42aa7e9|live_tune:575cf17cb97a8a46c6b5374f9ea06b4681f59387|putback_tune:42c984bfaa49d0c06ea555b9bb965f93f42aa7e9,base_old_tune:8365|live_tune:12335|putback_tune:8365,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_maxim.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_maxim.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_maxim.weap,leaf_hash_changed|leaf_hash_same,camera;gringo;ui;vehicle
0xA562A52D\0xA4FEB6F7\0x803E392C\base_melee.weap,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:34a0aac78640fc7e623cdcabb327476e91a15f28|live_tune:d7944346083accd91bf8e9cbb4926ff26d421020|putback_tune:34a0aac78640fc7e623cdcabb327476e91a15f28,base_old_tune:4030|live_tune:4030|putback_tune:4030,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_melee.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_melee.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_melee.weap,leaf_hash_changed|leaf_hash_same,camera;gringo;vehicle
0xA562A52D\0xA4FEB6F7\0x803E392C\base_pistol.weap,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:d59cb153bacbf4d0d6c24ab09bbba32b413480b7|live_tune:bee3ca0efcb2ce76ec81eb838ed3465b210adc02|putback_tune:d59cb153bacbf4d0d6c24ab09bbba32b413480b7,base_old_tune:8337|live_tune:10883|putback_tune:8337,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_pistol.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_pistol.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_pistol.weap,leaf_hash_changed,camera;gringo;ui;vehicle
0xA562A52D\0xA4FEB6F7\0x803E392C\base_repeater.weap,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:b48c68a250df5e5c1013368d5219abf46e27bb2b|live_tune:60236897e47ec20f9c9df3c7787882dc4d49599b|putback_tune:b48c68a250df5e5c1013368d5219abf46e27bb2b,base_old_tune:8405|live_tune:8376|putback_tune:8405,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_repeater.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_repeater.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_repeater.weap,leaf_hash_changed,camera;gringo;ui;vehicle
0xA562A52D\0xA4FEB6F7\0x803E392C\base_rifle.weap,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:d616537e03e98ea31e316d834e1cf8638dab3f15|live_tune:6708bacf2b17286f2036b60393ae66c4e0bfd144|putback_tune:d616537e03e98ea31e316d834e1cf8638dab3f15,base_old_tune:8413|live_tune:8438|putback_tune:8413,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_rifle.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_rifle.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_rifle.weap,leaf_hash_changed|leaf_hash_same,camera;gringo;ui;vehicle
0xA562A52D\0xA4FEB6F7\0x803E392C\base_shotgun.weap,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:988322a5be627dd4de25b475e6bcc686a47b2d16|live_tune:30349a227cc3fd27ab9feb29daaed2c40d10daac|putback_tune:988322a5be627dd4de25b475e6bcc686a47b2d16,base_old_tune:8272|live_tune:7802|putback_tune:8272,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_shotgun.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_shotgun.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_shotgun.weap,leaf_hash_changed,camera;gringo;ui;vehicle
0xA562A52D\0xA4FEB6F7\0x803E392C\base_sniperrifle.weap,base_old_tune|live_tune|putback_tune,3,different_between_versions,base_old_tune:5a979a704ab27ed1d2ae74a992772c622ff8278a|live_tune:0be6df8d1a59b99a9276212973c7805ea32f4193|putback_tune:ea9e713b9f6d6080fe29b2b961b204a3c03429d6,base_old_tune:8437|live_tune:7836|putback_tune:8427,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_sniperrifle.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_sniperrifle.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_sniperrifle.weap,leaf_hash_changed|leaf_hash_same,camera;gringo;ui;vehicle
0xA562A52D\0xA4FEB6F7\0x803E392C\base_thrown.weap,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:15fbcf07f458183e28d250e185793b2e99ff986f|live_tune:ceac607a728f239769230676181646ec39ced933|putback_tune:15fbcf07f458183e28d250e185793b2e99ff986f,base_old_tune:5372|live_tune:6630|putback_tune:5372,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_thrown.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_thrown.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_thrown.weap,leaf_hash_changed,camera;gringo;ui;vehicle
0xA562A52D\0xA4FEB6F7\0x803E392C\base_thrown_exploding.weap,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:e9c157a86598e16d10f6727a7212cd8ecad349ea|live_tune:0d3f44af91d079cf6ae4eb129958769ce258b779|putback_tune:e9c157a86598e16d10f6727a7212cd8ecad349ea,base_old_tune:5681|live_tune:7184|putback_tune:5681,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_thrown_exploding.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_thrown_exploding.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_thrown_exploding.weap,leaf_hash_changed,camera;gringo;ui;vehicle
0xA562A52D\0xA4FEB6F7\0x803E392C\base_turret.weap,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:1c54df0f4a0e4e627917ca59bc7dc76eeb3dc299|live_tune:f9776d44d46e5e22e9033168b1c750ccd86b0e4c|putback_tune:1c54df0f4a0e4e627917ca59bc7dc76eeb3dc299,base_old_tune:8378|live_tune:8292|putback_tune:8378,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_turret.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_turret.weap|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_0x803E392C_base_turret.weap,leaf_hash_changed,camera;gringo;ui;vehicle
0xA562A52D\0xA4FEB6F7\huddata.xml,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:7e0c0e379d46a7ed91a47a6b25fcbea6a552c29d|live_tune:825c27ae17bcf0920dcdd6d367a4034c2e386d71|putback_tune:825c27ae17bcf0920dcdd6d367a4034c2e386d71,base_old_tune:6145|live_tune:6961|putback_tune:6961,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_huddata.xml|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_huddata.xml|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_huddata.xml,leaf_hash_changed,menu;multiplayer;nav;string
0xA562A52D\0xA4FEB6F7\lasso.tune,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:725bfe5fa653149791592d7be3e58c91ed36823e|live_tune:a33bcc670bbc8abb64c57d1ab99a2989bf07f521|putback_tune:a33bcc670bbc8abb64c57d1ab99a2989bf07f521,base_old_tune:2128|live_tune:2170|putback_tune:2170,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_lasso.tune|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_lasso.tune|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_lasso.tune,leaf_hash_changed|leaf_hash_same,
0xA562A52D\0xA4FEB6F7\smictofragmap.txt,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:9dc1396188d421b750709f63b7a572b54103beb9|live_tune:9dc1396188d421b750709f63b7a572b54103beb9|putback_tune:d76c7a1fe4b3ecca47e951233688c111b48acfc0,base_old_tune:87087|live_tune:87087|putback_tune:87212,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_smictofragmap.txt|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_smictofragmap.txt|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_smictofragmap.txt,leaf_hash_changed,gringo;law;stagecoach;ui;wagon
0xA562A52D\0xA4FEB6F7\targettuning.xml,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:da2a48a4e4124f0fdc61e174cbf9bc102ad3b6f6|live_tune:ef4d0f270feedc59128f480769a6b29bc0954bb9|putback_tune:ef4d0f270feedc59128f480769a6b29bc0954bb9,base_old_tune:739|live_tune:738|putback_tune:738,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_targettuning.xml|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_targettuning.xml|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_targettuning.xml,leaf_hash_changed|leaf_hash_same,ui
0xA562A52D\0xA4FEB6F7\weatherspheres.xml,base_old_tune|live_tune|putback_tune,2,different_between_versions,base_old_tune:bb725a346a1edc4f6954b2a57771bce9e94d458d|live_tune:41ac215374b1ef22adf18d98ada69059fe67c0a1|putback_tune:bb725a346a1edc4f6954b2a57771bce9e94d458d,base_old_tune:7890|live_tune:32878|putback_tune:7890,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xA4FEB6F7_weatherspheres.xml|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xA4FEB6F7_weatherspheres.xml|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xA4FEB6F7_weatherspheres.xml,leaf_hash_changed|leaf_hash_same,
0xA562A52D\0xABD6FBF8\gent.xml,base_old_tune|live_tune|putback_tune,3,different_between_versions,base_old_tune:0d938c81858795900d56b87ff118cd66bca1e8cf|live_tune:33ffde39564772de30d2c570b2083bdb89dd2aa1|putback_tune:4af64c276f97c81ef7764cb2f7e44ba132e5a6dd,base_old_tune:13299|live_tune:17452|putback_tune:13428,D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\base_old_tune\0xA562A52D_0xABD6FBF8_gent.xml|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\live_tune\0xA562A52D_0xABD6FBF8_gent.xml|D:\Games\Red Dead Redemption\game\_CodeRED_Temp_Later_RPF_Extract_20260502\putback_tune\0xA562A52D_0xABD6FBF8_gent.xml,leaf_hash_changed|leaf_hash_same,camera;faction;nav;vehicle
